serial_number,range,section,subdivision,township
NDM030617,100,31,POR S2SE LYING N OF N R/W,140
NDM030617,100,31,OLD US HWY 10,140
NDM030617,100,31,"3,4",140
NDM030617,,,,
NDM030612,101,1,POR LOTS 1-3 LYING N,139
NDM030612,101,1,OF S BDY OF OLD US HWY10,139
NDM030612,,,,
NDM030613,101,35,"N2SW,NWSE",140
NDM030613,101,35,"N2SW,NWSE",140
NDM030613,101,35,"S2S2,POR NESE LYING N OF",140
NDM030613,101,35,"S2S2,POR NESE LYING N OF",140
NDM030613,101,35,ROW LINE OLD US HWY 10,140
NDM030613,101,35,ROW LINE OLD US HWY 10,140
NDM030613,,,,
NDM030619,100,32,POR S2 LYING N OF R/W,140
NDM030619,100,32,INTST 94,140
NDM030619,,,,
NDM097730,102,30,"NE,NESW,N2SE",140
NDM097730,102,30,3,140
NDM097730,,,,
NDM105558,93,33,POR NWNW EXCL RR ROW,153
NDM105558,93,33,(23.91 AC),153
NDM105558,93,33,SWNW EXCL RR ROW,153
NDM105558,93,33,(38.16 AC),153
NDM105558,,,,
NDM105559,94,1,E2 OF LOT 2,152
NDM105559,,,,
NDBIS0022410,107,1,"SWNE,S2NW,S2  TR B",130
NDBIS0022410,107,1,2-4  TR B,130
NDBIS0022410,107,2,"SE,SWNE  TR A",130
NDBIS0022410,107,2,SENE  TR B,130
NDBIS0022410,107,2,1-2  TR B,130
NDBIS0022410,107,10,E2E2  TR A,130
NDBIS0022410,107,10,1-4  TR A,130
NDBIS0022410,,,,
NDM105555,93,18,"S2NE,N2SE",153
NDM105555,93,18,POR NWNE (28.69 AC),153
NDM105555,93,18,POR NENE (15.46 AC),153
NDM105555,,,,
NDM105556,93,32,SWNE,153
NDM105556,,,,
NDM105557,93,32,SENE,153
NDM105557,,,,
NDM105550,93,13,"S2NE,S2",152
NDM105550,,,,
NDM105551,93,28,ACCR TO LOT 4,152
NDM105551,93,28,4,152
NDM105551,93,33,"NENE,S2NE",152
NDM105551,93,33,"ACCR TO LOTS 1,3,4",152
NDM105551,93,33,"1,3,4",152
NDM105551,,,,
NDBIS0022419,107,11,W2 TR A,130
NDBIS0022419,107,11,E2 TR B,130
NDBIS0022419,107,12,ALL TR B,130
NDBIS0022419,107,13,ALL TR B,130
NDBIS0022419,107,14,W2 TR A,130
NDBIS0022419,107,14,E2 TR B,130
NDBIS0022419,,,,
NDBIS0022418,106,18,E2SW,130
NDBIS0022418,106,18,"1,2,3,4",130
NDBIS0022418,106,19,E2W2,130
NDBIS0022418,106,19,"1,2,3,4",130
NDBIS0022418,,,,
NDM097572,106,24,SESW,129
NDM097572,,,,
NDM082099,102,14,"BED OF LTL MISSOURI RVR,",146
NDM082099,102,14,RIPAR TO LOTS 1 & 6 DESC,146
NDM082099,102,14,BY M&B,146
NDM082099,102,14,"1,6",146
NDM082099,,,,
NDM097571,105,25,"E2,E2NW",148
NDM097571,,,,
NDM054515,102,2,SWSW,142
NDM054515,102,12,"NWSW,S2SE",142
NDM054515,102,12,2,142
NDM054515,102,14,"NWNE,SWSW",142
NDM054515,102,14,"2-6,10,13-14",142
NDM054515,102,22,ALL,142
NDM054515,102,26,"NWNW,S2NW,SW",142
NDM054515,,,,
NDM082091,101,19,"E2,E2W2",146
NDM082091,101,19,"1,2,3",146
NDM082091,,,,
NDM097735,104,35,SWSE,129
NDM097735,,,,
NDM059422,102,26,SESE,145
NDM059422,,,,
NDM020932,103,27,,164
NDM020932,103,27,,164
NDM020932,,,,
NDM101077,105,32,BED LTL MO RIV RIPAR,135
NDM101077,105,32,"TO LOTS 4-8,11 DESC BY",135
NDM101077,105,32,M&B,135
NDM101077,,,,
NDM087284,101,11,NWNE,152
NDM087284,101,12,NWSE,152
NDM087284,101,14,"SWSW,SESE",152
NDM087284,,,,
NDM101075,105,30,"SESW,S2SE",135
NDM101075,105,30,4,135
NDM101075,,,,
NDM101074,105,29,"N2NW,SWNW,SW",135
NDM101074,105,29,8-Jan,135
NDM101074,,,,
NDM101073,105,28,NWNW,135
NDM101073,105,28,"1,4,5,6,10-14",135
NDM101073,,,,
NDM101072,105,28,BED LTL MO RIV RIPAR,135
NDM101072,105,28,"TO LOTS 1,5 DESC BY M&B",135
NDM101072,105,28,BED LTL MO RIV RIPAR,135
NDM101072,105,28,TO LOT 4 DESC BY M&B,135
NDM101072,105,28,BED LTL MO RIV RIPAR,135
NDM101072,105,28,"TO LOTS 6,10-14 DESC",135
NDM101072,105,28,BY M&B,135
NDM101072,105,32,BED LTL MO RIV RIPAR,135
NDM101072,105,32,"TO LOTS 1,2,3 ",135
NDM101072,105,32,DESC BY M&B,135
NDM101072,,,,
NDM101071,105,27,BED LTL MO RIV RIPAR,135
NDM101071,105,27,"TO LOTS 1,2,3",135
NDM101071,105,27,DESC BY M&B,135
NDM101071,105,27,BED LTL MO RIV RIPAR,135
NDM101071,105,27,"TO LOTS 4,5 DESC BY M&B",135
NDM101071,105,29,BED LTL MO RIV RIPAR,135
NDM101071,105,29,TO LOTS 1-8 DESC BY M&B,135
NDM101071,,,,
NDM101070,105,15,BED LTL MO RIV RIPAR,135
NDM101070,105,15,TO LOT 1,135
NDM101070,105,15,DESC BY M&B,135
NDM101070,105,15,BED LTL MO RIV RIPAR,135
NDM101070,105,15,TO LOTS 2-9 DESC BY M&B,135
NDM101070,,,,
NDM087289,102,31,"SENW,E2SW,NESE,S2SE",151
NDM087289,102,31,NENW EXCL 19.02AC RR R/W,151
NDM087289,102,31,"1,2,3,4",151
NDM087289,,,,
NDM101079,105,33,BED LTL MO RIV RIPAR,135
NDM101079,105,33,TO LOTS 1-8 DESC BY M&B,135
NDM101079,,,,
NDM101078,105,32,"SENE,N2SW,SESW",135
NDM101078,105,32,"4,5,6,7,8,11",135
NDM101078,,,,
NDM099234,91,10,"N2SE,SWSE,SESE EXCL",151
NDM099234,91,10,2.00 AC IN TR 1400E,151
NDM099234,,,,
NDM102663,106,27,POR NE DESC BY M&B,133
NDM102663,106,27,(TRACT 1),133
NDM102663,106,27,POR NW DESC BY M&B,133
NDM102663,106,27,(TRACT 2),133
NDM102663,,,,
NDM099285,101,10,"NW,S2",136
NDM099285,101,10,NE EXCL 2.00 AC,136
NDM099285,101,10,AS DESC BY M&B,136
NDM099285,,,,
NDM094973,104,24,"S2N2,N2S2",144
NDM094973,104,26,SE,144
NDM094973,,,,
NDM094972,103,33,ALL,150
NDM094972,,,,
NDM094971,103,1,SWSW,150
NDM094971,103,2,S2SE,150
NDM094971,103,10,NENW,150
NDM094971,103,17,N2NW,150
NDM094971,,,,
NDM094970,103,20,"N2,SE",149
NDM094970,103,23,ALL,149
NDM094970,103,26,ALL,149
NDM094970,,,,
NDM094976,104,7,N2NE,148
NDM094976,,,,
NDM094975,104,22,SE,147
NDM094975,,,,
NDM094974,104,2,"S2NE,SE",147
NDM094974,104,2,"1,2",147
NDM094974,,,,
NDM104609,93,22,6,152
NDM104609,,,,
NDM104608,93,22,ACCR TO LOT 6,152
NDM104608,93,22,ACCR TO LOT 6,152
NDM104608,93,27,"ACCR TO LOTS 1,3",152
NDM104608,93,27,"ACCR TO LOTS 1,3",152
NDM104608,93,27,"ACCR TO LOTS 1,3",152
NDM104608,,,,
NDM104607,93,13,"S2NENE,NWNE,SENW",152
NDM104607,,,,
NDM104606,92,18,"SWSWNESW,SESW",152
NDM104606,92,18,W 55 AC IN S2SE,152
NDM104606,92,18,LOT 3 EXCL E 5 AC,152
NDM104606,92,18,OF NE 10 AC,152
NDM104606,92,18,4,152
NDM104606,,,,
NDM104604,91,10,"NW,S2SW",163
NDM104604,,,,
NDM104603,91,12,SW,159
NDM104603,,,,
NDM104602,91,2,S2NE,159
NDM104602,91,2,"1,2",159
NDM104602,,,,
NDM0027126,101,9,"NW,SWSE",139
NDM0027126,,,,
NDM0027125,101,12,"N2,SW",139
NDM0027125,101,14,"E2NE,NWNE",139
NDM0027125,,,,
NDM017226,105,11,SW,148
NDM017226,,,,
NDM088263,95,14,NWNE,154
NDM088263,95,14,NWNE,154
NDM088263,95,15,NENE,154
NDM088263,,,,
NDM088267,99,22,S2,144
NDM088267,99,28,"N2NE,SWNE,NW,S2",144
NDM088267,99,28,SENE EXCL 2.0 AC DESC BY,144
NDM088267,99,28,M&B,144
NDM088267,,,,
NDM088264,95,17,NESE,154
NDM088264,95,21,NENW,154
NDM088264,,,,
NDM088268,99,26,"NW,N2S2",144
NDM088268,,,,
NDM088269,99,34,NW,144
NDM088269,,,,
NDM085531,97,15,N2,139
NDM085531,,,,
NDM089160,106,3,"SENW,NESW,S2SW",129
NDM089160,,,,
NDM087027,102,31,NESW,149
NDM087027,102,31,3,149
NDM087027,,,,
NDM085282,107,1,SENE,130
NDM085282,107,1,1,130
NDM085282,,,,
NDM085281,106,29,BED LTL MISSOURI RVR,130
NDM085281,106,29,RIPAR TO LOT 2 DESC,130
NDM085281,106,29,BY M&B (4.57 AC),130
NDM085281,106,32,BED LTL MISSOURI RVR,130
NDM085281,106,32,RIPAR TO LOT 7 DESC,130
NDM085281,106,32,BY M&B (5.64 AC),130
NDM085281,,,,
NDM085280,106,33,W2W2,129
NDM085280,106,33,"3,4,7,8,9,10",129
NDM085280,106,34,3,129
NDM085280,106,35,S2SW,129
NDM085280,,,,
NDBLM0024480A,95,31,SESE,154
NDBLM0024480A,,,,
NDM085441,96,7,"POR LOTS 2,3 UNDERLYING",139
NDM085441,96,7,RR ROW,139
NDM085441,96,7,"POR SENW,NESW UNDERLYING",139
NDM085441,96,7,RR ROW,139
NDM085441,,,,
NDM017689,103,13,ALL,140
NDM017689,103,14,ALL,140
NDM017689,103,15,ALL,140
NDM017689,103,22,N2NE,140
NDM017689,,,,
NDM093405,101,4,"SENE,NESE",146
NDM093405,101,4,"1,2",146
NDM093405,,,,
NDM098120,104,26,ALL,135
NDM098120,,,,
NDM098121,104,4,SW,136
NDM098121,104,4,"1,2",136
NDM098121,,,,
NDM085999,101,34,NE,139
NDM085999,,,,
NDM098123,104,4,BED OF NOHLE LAKE,151
NDM098123,104,4,"RIPAR TO LOTS 6,7,8",151
NDM098123,104,4,DESC BY M&B (41.07 AC),151
NDM098123,104,5,BED OF NOHLE LAKE,151
NDM098123,104,5,RIPAR TO LOT 8 DESC,151
NDM098123,104,5,BY M&B (13.96 AC),151
NDM098123,,,,
NDM031837A,101,17,SW,144
NDM031837A,,,,
NDM085994,101,26,ALL,139
NDM085994,,,,
NDM017684,99,7,E2W2,146
NDM017684,99,9,ALL,146
NDM017684,99,15,N2,146
NDM017684,99,17,W2,146
NDM017684,99,18,E2NW,146
NDM017684,99,18,"2,3",146
NDM017684,99,19,"E2,E2W2",146
NDM017684,99,19,4-Jan,146
NDM017684,99,20,"W2NW,SENW,SW,SESE",146
NDM017684,,,,
NDM085992,101,18,"E2SW,NWSE,S2SE",138
NDM085992,101,18,"2,3,4",138
NDM085992,101,19,"E2,E2W2",138
NDM085992,101,19,"1,2,3,4",138
NDM085992,101,20,ALL,138
NDM085992,,,,
NDM085990,101,10,"N2NE,SENE",138
NDM085990,,,,
NDM032955,94,7,SESW,153
NDM032955,94,7,"3,4",153
NDM032955,94,17,E2SW,153
NDM032955,94,18,"NE,E2NW,NESW,N2SE",153
NDM032955,94,18,"1,2,3",153
NDM032955,94,20,"E2,NENW,N2SW",153
NDM032955,94,29,"NWNE,SENE",153
NDM032955,,,,
NDM085261,104,4,"SENE,SWNW,N2S2",147
NDM085261,104,4,"1,4",147
NDM085261,,,,
NDM085262,104,4,SWNE,147
NDM085262,104,4,2,147
NDM085262,,,,
NDM032958,95,1,"S2N2,S2SW",153
NDM032958,95,1,4-Jan,153
NDM032958,95,12,"NW,S2",153
NDM032958,95,13,"N2,N2SE",153
NDM032958,,,,
NDM085266,104,32,ALL,147
NDM085266,,,,
NDM100721,92,24,NE,151
NDM100721,,,,
NDBLM0023512,95,30,"E2W2,SWSE",149
NDBLM0023512,,,,
NDM090267,104,17,ALL,149
NDM090267,104,20,E2NE,149
NDM090267,,,,
NDM090266,103,14,E2,143
NDM090266,,,,
NDM090265,103,2,"S2NW,SW",143
NDM090265,103,2,"3,4",143
NDM090265,,,,
NDM090262,96,12,"E2NW,N2SE",147
NDM090262,,,,
NDM090268,104,20,NWNE,149
NDM090268,104,21,NENW,149
NDM090268,,,,
NDM042072,102,18,E2SW,147
NDM042072,102,18,"3,4",147
NDM042072,102,20,SW,147
NDM042072,102,30,"N2NE,SWNE,E2W2,NWSE",147
NDM042072,102,30,"1,2,3,4",147
NDM042072,,,,
NDM072447,103,32,SWSE,153
NDM072447,103,33,NWNW,153
NDM072447,,,,
NDM098780,97,3,E2SE,153
NDM098780,97,7,"E2SW,W2SE",153
NDM098780,97,18,"NWNE,NENW",153
NDM098780,97,18,3,153
NDM098780,97,30,NENE,153
NDM098780,,,,
NDM098781,97,7,3,153
NDM098781,,,,
NDM095569,100,10,"NE,S2",140
NDM095569,,,,
NDM095568,100,9,ALL,140
NDM095568,,,,
NDM095563,99,27,W2,143
NDM095563,,,,
NDM095562,98,33,"NW,N2S2",156
NDM095562,,,,
NDM095561,98,24,S2,146
NDM095561,,,,
NDM095560,97,20,S2,146
NDM095560,97,32,"N2NE,S2SE",146
NDM095560,,,,
NDM095567,100,3,S2,140
NDM095567,100,3,12-Jan,140
NDM095567,,,,
NDM095566,100,2,S2,140
NDM095566,100,2,12-May,140
NDM095566,,,,
NDM095565,100,1,S2,140
NDM095565,,,,
NDM095564,99,33,E2,143
NDM095564,,,,
NDM057947,102,30,E2NE,144
NDM057947,,,,
NDM057946,98,24,E2SE,144
NDM057946,,,,
NDBLM0023862,95,4,1,153
NDBLM0023862,,,,
NDM096225,93,15,S2,151
NDM096225,,,,
NDM102662,104,6,SESW,136
NDM102662,104,6,14,136
NDM102662,,,,
NDM102661,104,6,"3,4,5,6",136
NDM102661,,,,
NDM102660,104,25,"N2NW,N2S2NW,N2S2S2NW,S2",135
NDM102660,,,,
NDM103240,94,24,SWNE,147
NDM103240,94,24,SWNE,147
NDM103240,94,24,"1,2,5",147
NDM103240,,,,
NDM092930,97,19,"SESW,SWSE",148
NDM092930,97,19,4,148
NDM092930,97,30,2,148
NDM092930,97,33,BED LTL MO RVR RIPAR TO,148
NDM092930,97,33,"LOTS 1,3-6,8,9,11 DESC",148
NDM092930,97,33,BY M&B,148
NDM092930,,,,
NDM089517,103,28,W2,143
NDM089517,,,,
NDM089516,103,26,SWSW,143
NDM089516,,,,
NDM089515,103,14,W2,143
NDM089515,103,15,NE,143
NDM089515,103,23,NW,143
NDM089515,,,,
NDM089514,103,4,S2NE,143
NDM089514,103,4,"1,2",143
NDM089514,103,10,SE,143
NDM089514,,,,
NDM089511,100,27,SE,138
NDM089511,,,,
NDM089510,100,26,"NW,SE",138
NDM089510,100,35,"N2NE,SWNE",138
NDM089510,,,,
NDM093406,101,6,"SENE,NESE",146
NDM093406,101,6,"5,6",146
NDM093406,101,7,"E2,E2W2",146
NDM093406,101,7,"1,2,3,4",146
NDM093406,,,,
NDM093404,101,23,"N2NW,SENW",144
NDM093404,,,,
NDM090682,102,27,NW,150
NDM090682,,,,
NDM093402,101,18,4,144
NDM093402,101,30,2,144
NDM093402,,,,
NDM093403,101,22,"NWSE,S2SE",144
NDM093403,101,27,E2,144
NDM093403,101,30,"NE,NENW,NESW,NWSE",144
NDM093403,101,30,1,144
NDM093403,,,,
NDM093400,101,12,"N2S2,SWSE",144
NDM093400,,,,
NDM093401,101,13,ALL,144
NDM093401,,,,
NDM093409,103,1,"S2NW,SW,SWSE",149
NDM093409,103,1,"3,4",149
NDM093409,103,2,"S2NE,S2",149
NDM093409,103,2,"1,2",149
NDM093409,103,11,ALL,149
NDM093409,103,12,"N2,SW,W2SE",149
NDM093409,,,,
NDM000017,96,1,"SWNE,S2NW,SW,NWSE",153
NDM000017,96,1,4-Mar,153
NDM000017,96,12,"N2NW,SWNW",153
NDM000017,,,,
NDM000013,95,15,"NWNE,NW",153
NDM000013,95,17,NESE,153
NDM000013,95,18,SWSE,153
NDM000013,95,18,"1,2",153
NDM000013,,,,
NDM000012,95,2,S2SE,153
NDM000012,95,2,1,153
NDM000012,95,10,S2SE,153
NDM000012,95,11,"E2,E2NW,NESW,S2SW",153
NDM000012,95,14,N2,153
NDM000012,95,15,"NENE,S2NE",153
NDM000012,,,,
NDM051629,98,24,"W2,SE",147
NDM051629,,,,
NDM046351,106,20,"N2,N2S2,S2SW,SWSE",130
NDM046351,106,20,RIVERBED RIPAR TO,130
NDM046351,106,20,"LOTS 1,2 DESC BY M&B",130
NDM046351,106,20,"1,2",130
NDM046351,,,,
NDM083903,106,21,W2NW,130
NDM083903,106,21,BED LTL MO RVR RIPAR TO,130
NDM083903,106,21,"LOTS 1-5,9,10 (57.54 AC)",130
NDM083903,,,,
NDM083900,106,3,SWSW,130
NDM083900,106,5,"S2NW,NESW,SE",130
NDM083900,106,5,"3,4",130
NDM083900,106,8,"E2E2,NWNE",130
NDM083900,106,10,5,130
NDM083900,106,15,SENE,130
NDM083900,106,15,1,130
NDM083900,106,17,NENE,130
NDM083900,106,21,E2NW,130
NDM083900,106,21,"1-5,9,10",130
NDM083900,106,22,"W2NE,N2NW,SENW,N2SE",130
NDM083900,106,22,SESE,130
NDM083900,106,23,"SWSW,SE",130
NDM083900,106,24,E2SE,130
NDM083900,106,26,NENE,130
NDM083900,106,27,NENE,130
NDM083900,106,28,SWNE,130
NDM083900,106,28,POR LOT 3 OUTSIDE BDY,130
NDM083900,106,28,LITTLE MO PIERRE UNIT,130
NDM083900,106,28,(2.75 AC),130
NDM083900,106,28,2,130
NDM083900,106,34,E2E2,130
NDM083900,,,,
NDM083901,106,4,"1,2",130
NDM083901,106,5,"NWSW,S2SW",130
NDM083901,106,7,NENE,130
NDM083901,106,8,"SWNE,NW,W2SE",130
NDM083901,,,,
NDM083904,106,27,SWNW,130
NDM083904,106,28,SENE,130
NDM083904,106,28,BED LITTLE MO RVR RIPAR,130
NDM083904,106,28,"TO LOTS 1,2",130
NDM083904,106,28,1,130
NDM083904,,,,
NDM086360,104,5,"S2N2,S2",134
NDM086360,104,5,4-Jan,134
NDM086360,104,6,"S2NE,SENW,E2SW,SE",134
NDM086360,104,6,7-Jan,134
NDM086360,104,7,"E2,E2W2",134
NDM086360,104,7,4-Jan,134
NDM086360,,,,
NDM086363,104,18,E2E2,134
NDM086363,,,,
NDM086364,104,19,E2W2,134
NDM086364,104,19,"1,2,3,4",134
NDM086364,,,,
NDM031025,101,1,"SE,SW",140
NDM031025,101,1,EXCL POR IN THEODORE,140
NDM031025,101,1,ROOSEVELT NATL PARK,140
NDM031025,101,1,12-Jan,140
NDM031025,,,,
NDM093538,100,28,"NE,W2",145
NDM093538,100,32,"NW,S2",145
NDM093538,,,,
NDM093539,100,29,ALL,145
NDM093539,100,33,ALL,145
NDM093539,,,,
NDM093533,100,34,E2,141
NDM093533,,,,
NDM093530,100,8,S2SW,140
NDM093530,,,,
NDM093536,100,19,POR SE NOT IN NDM85930,145
NDM093536,100,22,N2,145
NDM093536,100,23,ALL,145
NDM093536,100,31,"E2,E2W2",145
NDM093536,100,31,"1,2,3,4",145
NDM093536,,,,
NDM093537,100,24,"W2NE,NW,S2",145
NDM093537,,,,
NDM093534,100,6,"S2NE,SE",145
NDM093534,100,6,"1,2",145
NDM093534,100,34,ALL,145
NDM093534,100,35,ALL,145
NDM093534,,,,
NDM093535,100,12,W2,145
NDM093535,,,,
NDM099532,93,23,"1,2",152
NDM099532,,,,
NDM074125,105,4,N2SW,134
NDM074125,,,,
NDM075432,101,19,E2W2,144
NDM075432,101,19,"1,2,3,4",144
NDM075432,,,,
NDM054549,101,24,S2SW,139
NDM054549,,,,
NDM097547,91,35,SW,154
NDM097547,,,,
NDM097546,91,2,S2NE,153
NDM097546,91,2,"1,2",153
NDM097546,91,8,NE,153
NDM097546,91,9,N2,153
NDM097546,91,34,NE,153
NDM097546,91,34,NENW EXCL 2.0 AC IN NW,153
NDM097546,91,34,FOR CEMETERY & HWY,153
NDM097546,,,,
NDM097545,90,12,SW,154
NDM097545,90,13,NW,154
NDM097545,,,,
NDM084823,99,30,NE,145
NDM084823,,,,
NDM084824,103,5,SWNE,149
NDM084824,103,7,"NENE,S2NE",149
NDM084824,103,7,1,149
NDM084824,103,8,SWNW,149
NDM084824,103,9,NWNW,149
NDM084824,,,,
NDM097549,92,9,SENE,152
NDM097549,92,9,"1,2",152
NDM097549,,,,
NDM097548,91,14,NW,155
NDM097548,,,,
NDM078585,97,32,N2NW,146
NDM078585,,,,
NDM053848,102,30,W2NE,144
NDM053848,,,,
NDBLMA0025902,101,8,SE,139
NDBLMA0025902,101,20,"N2NE,SENE,NESE,S2SE",139
NDBLMA0025902,,,,
NDM078165,99,2,POR S2S2 IN RR R/W,139
NDM078165,,,,
NDM098089,95,32,"N2NW,SWNW,NWSW",146
NDM098089,,,,
NDM087290,102,2,12,152
NDM087290,,,,
NDM098088,94,10,POR LOT 1,153
NDM098088,,,,
NDM087298,103,3,SESE,150
NDM087298,,,,
NDM096545,103,7,"TR IN LOTS 3, 4 & NESW",152
NDM096545,103,7,"TR IN LOTS 3, 4 & NESW",152
NDM096545,103,7,W/IN FU 121 & 122 DESC,152
NDM096545,103,7,W/IN FU 121 & 122 DESC,152
NDM096545,103,7,BY M&B,152
NDM096545,103,7,BY M&B,152
NDM096545,103,18,TR IN LOT 1 & NENW W/IN,152
NDM096545,103,18,TR IN LOT 1 & NENW W/IN,152
NDM096545,103,18,FU 121 & 122 DESC BY M&B,152
NDM096545,103,18,FU 121 & 122 DESC BY M&B,152
NDM096545,,,,
NDM096546,103,23,"NENE,SESE",161
NDM096546,103,24,SWSW,161
NDM096546,,,,
NDM096547,104,13,"NENE,W2NE,E2NW",150
NDM096547,,,,
NDM096540,100,12,"N2,N2S2,SESW",140
NDM096540,100,14,"N2,N2S2",140
NDM096540,100,15,ALL,140
NDM096540,,,,
NDM031375,97,1,E2SW,149
NDM031375,97,12,"SWNE,SESW,W2SE",149
NDM031375,97,13,"W2NW,NWSW,E2SE",149
NDM031375,97,14,"N2,S2SE",149
NDM031375,97,23,NWNW,149
NDM031375,97,24,"S2SW,SE",149
NDM031375,97,25,SESE,149
NDM031375,97,33,SESE,149
NDM031375,97,35,SESE,149
NDM031375,,,,
NDM096542,100,10,SW,163
NDM096542,,,,
NDM096543,101,23,"SWNW,W2SW",144
NDM096543,,,,
NDM096548,104,17,POR OF LOT 4,152
NDM096548,104,17,POR OF LOT 4,152
NDM096548,104,17,POR OF LOT 4,152
NDM096548,,,,
NDM096549,104,19,SESE,152
NDM096549,104,19,4,152
NDM096549,,,,
NDM087565,103,8,NE,142
NDM087565,,,,
NDM098084,93,27,SW,156
NDM098084,93,28,S2S2,156
NDM098084,93,32,SW,156
NDM098084,,,,
NDM0063104,103,7,"E2W2,E2",139
NDM0063104,103,7,"1,2,3,4",139
NDM0063104,103,8,"NW,N2SW",139
NDM0063104,103,9,ALL,139
NDM0063104,103,10,ALL,139
NDM0063104,,,,
NDM032696,85,36,SW,159
NDM032696,,,,
NDM094969,103,26,"SWNW,NWSW,S2SW",147
NDM094969,,,,
NDM094964,103,8,N2N2,146
NDM094964,103,14,E2,146
NDM094964,103,26,"SWNE,NWSE,S2SE",146
NDM094964,,,,
NDM094965,103,24,ALL,146
NDM094965,103,34,"NE,S2SW,SWSE",146
NDM094965,,,,
NDM094966,103,18,SE,147
NDM094966,103,26,NWNW,147
NDM094966,,,,
NDM094967,103,26,E2NW,147
NDM094967,,,,
NDM094960,102,4,"S2NE,SENW,NESW,S2SW",147
NDM094960,102,4,"N2SE,SWSE",147
NDM094960,102,4,"1,2,3",147
NDM094960,102,8,N2,147
NDM094960,102,10,"N2N2,SWNE,SENW,W2SE",147
NDM094960,,,,
NDM094961,102,4,"SWNW,NWSW,SESE",147
NDM094961,102,4,4,147
NDM094961,102,10,"SENE,SWNW,SW,E2SE",147
NDM094961,,,,
NDM094962,102,14,S2,147
NDM094962,,,,
NDM094963,103,6,SE,146
NDM094963,103,8,"S2N2,S2",146
NDM094963,103,18,"E2,E2W2",146
NDM094963,103,18,"1,2,4",146
NDM094963,,,,
NDM096435,104,24,POR S2SE INSIDE FARM,152
NDM096435,104,24,POR S2SE INSIDE FARM,152
NDM096435,104,24,POR S2SE INSIDE FARM,152
NDM096435,104,24,POR S2SE INSIDE FARM,152
NDM096435,104,24,UNIT 109A DESC BY M&B,152
NDM096435,104,24,UNIT 109A DESC BY M&B,152
NDM096435,104,24,UNIT 109A DESC BY M&B,152
NDM096435,104,24,UNIT 109A DESC BY M&B,152
NDM096435,104,25,"POR LOTS 1,4, NENE",152
NDM096435,104,25,"POR LOTS 1,4, NENE",152
NDM096435,104,25,"POR LOTS 1,4, NENE",152
NDM096435,104,25,INSIDE FARM UNIT 109A,152
NDM096435,104,25,INSIDE FARM UNIT 109A,152
NDM096435,104,25,INSIDE FARM UNIT 109A,152
NDM096435,104,25,DESC BY M&B,152
NDM096435,104,25,DESC BY M&B,152
NDM096435,104,25,DESC BY M&B,152
NDM096435,,,,
NDM104610,93,26,"SENE,NESE",153
NDM104610,93,26,"SENE,NESE",153
NDM104610,,,,
NDM104615,95,32,"3,4",154
NDM104615,,,,
NDM104618,99,31,4,150
NDM104618,,,,
NDM104619,99,26,ACCR TO LOT 2 DESC ,153
NDM104619,99,26,BY M&B (11.64 AC),153
NDM104619,99,26,2,153
NDM104619,,,,
NDM095369,96,12,"SENE,NESE",154
NDM095369,,,,
NDM095368,95,7,"2,3,4",154
NDM095368,95,10,"SESW,N2SE",154
NDM095368,95,11,SWSW,154
NDM095368,,,,
NDM099141,106,2,SE,136
NDM099141,106,2,12-Jan,136
NDM099141,106,3,"3,4,5,6,11,12",136
NDM099141,106,4,SE,136
NDM099141,106,12,W2,136
NDM099141,106,13,ALL,136
NDM099141,106,14,"SWNE,SENW,E2SW,SE",136
NDM099141,,,,
NDM101068,105,14,BED LTL MO RIV RIPAR,135
NDM101068,105,14,"TO LOTS 3,4 DESC BY M&B",135
NDM101068,,,,
NDM101069,105,14,1,135
NDM101069,105,32,"W2NW,SWSW",135
NDM101069,105,32,"1,2,3",135
NDM101069,,,,
NDM074558,102,14,THE BED OF THE LITTLE,146
NDM074558,102,14,MISSOURI RIVER RIPARIAN,146
NDM074558,102,14,TO LOT 5 DESCR BY M&B,146
NDM074558,,,,
NDM101060,105,24,"N2NE,SWNE,SENW",134
NDM101060,,,,
NDM085979,100,4,"SWNE,S2NW,S2",144
NDM085979,100,4,"1,2,3,4",144
NDM085979,,,,
NDM101062,105,30,E2SW,134
NDM101062,,,,
NDM101063,105,1,BED LTL MO RIV RIPAR,135
NDM101063,105,1,"TO LOTS 1,7,8,9,10 & NE",135
NDM101063,105,1,BDY LOT 14 DESC BY M&B,135
NDM101063,105,1,BED LTL MO RVR RIPAR,135
NDM101063,105,1,"TO LOTS 2,3,5,6,11,12,13",135
NDM101063,105,1,& W BDY LOT 14,135
NDM101063,105,1,DESC BY M&B,135
NDM101063,,,,
NDM101064,105,2,BED LTL MO RIV RIPAR,135
NDM101064,105,2,TO LOT 7 DESC BY M&B,135
NDM101064,105,14,BED LTL MO RIV RIPAR,135
NDM101064,105,14,TO LOT 1 DESC BY M&B,135
NDM101064,,,,
NDM101065,105,10,BED LTL MO RIV RIPAR,135
NDM101065,105,10,"TO LOTS 5,6 DESC BY M&B",135
NDM101065,,,,
NDM101066,105,11,BED LTL MO RIV RIPAR,135
NDM101066,105,11,"TO LOTS 1,2,4,5,6,7,9",135
NDM101066,105,11,DESC BY M&B,135
NDM101066,105,11,BED LTL MO RIV RIPAR,135
NDM101066,105,11,TO LOT 3 DESC BY M&B,135
NDM101066,105,11,BED LTL MO RIV RIPAR,135
